GVKEY,datadate,fyear,indfmt,consol,popsrc,datafmt,conm,curcd,at,csho,ni,opeps,revt,costat,mkvalt,prcc_f
013786,20151231,2015,INDL,C,D,STD,HERON THERAPEUTICS INC,USD,137.8450,36.1060,-97.5910,-2.9500,0.0000,A,964.0302,26.7000
013786,20161231,2016,INDL,C,D,STD,HERON THERAPEUTICS INC,USD,67.4820,39.3550,-173.1430,-4.3600,1.2790,A,515.5505,13.1000
013786,20171231,2017,INDL,C,D,STD,HERON THERAPEUTICS INC,USD,234.3070,64.6090,-197.4840,-3.6000,30.7670,A,1169.4229,18.1000
013794,20100630,2010,INDL,C,D,STD,CESCA THERAPEUTICS INC,USD,24.0300,56.0930,-5.1930,-0.0900,23.0880,A,27.3117,0.4869
013794,20110630,2011,INDL,C,D,STD,CESCA THERAPEUTICS INC,USD,24.3990,16.3460,-2.5670,-0.1700,23.4000,A,32.8555,2.0100
013794,20120630,2012,INDL,C,D,STD,CESCA THERAPEUTICS INC,USD,21.0800,16.4130,-4.9860,-0.2800,19.0230,A,15.5924,0.9500
013794,20130630,2013,INDL,C,D,STD,CESCA THERAPEUTICS INC,USD,18.5290,16.5580,-3.0860,-0.3100,17.9630,A,22.3533,1.3500
013794,20140630,2014,INDL,C,D,STD,CESCA THERAPEUTICS INC,USD,62.8880,40.2010,-8.6310,-0.3100,15.9870,A,55.8794,1.3900
013794,20150630,2015,INDL,C,D,STD,CESCA THERAPEUTICS INC,USD,50.7570,40.5020,-14.8520,-0.3500,16.0420,A,34.4267,0.8500
013794,20160630,2016,INDL,C,D,STD,CESCA THERAPEUTICS INC,USD,49.8990,3.0110,-18.5880,-7.1700,11.9290,A,8.8222,2.9300
013794,20170630,2017,INDL,C,D,STD,CESCA THERAPEUTICS INC,USD,46.9320,9.9160,-29.0950,-3.0800,14.5250,A,31.4337,3.1700
013800,20101231,2010,INDL,C,D,STD,ALMOST FAMILY INC,USD,220.1270,9.2390,30.7130,3.3700,336.9240,I,354.9624,38.4200
013800,20111231,2011,INDL,C,D,STD,ALMOST FAMILY INC,USD,250.8220,9.3680,20.8020,2.3300,339.8530,I,155.3214,16.5800
013800,20121231,2012,INDL,C,D,STD,ALMOST FAMILY INC,USD,249.2590,9.3300,17.2840,1.9100,348.5240,I,189.0258,20.2600
013800,20131231,2013,INDL,C,D,STD,ALMOST FAMILY INC,USD,352.2730,9.4080,8.2260,1.2400,357.8120,I,304.1606,32.3300
013800,20141231,2014,INDL,C,D,STD,ALMOST FAMILY INC,USD,357.4880,9.4800,13.7630,1.8300,495.8290,I,274.4460,28.9500
013800,20151231,2015,INDL,C,D,STD,ALMOST FAMILY INC,USD,464.7690,10.0220,20.0090,2.1800,532.2140,I,383.1411,38.2300
013800,20161231,2016,INDL,C,D,STD,ALMOST FAMILY INC,USD,658.7120,10.3870,17.6530,2.4300,623.5410,I,458.0667,44.1000
013800,20171231,2017,INDL,C,D,STD,ALMOST FAMILY INC,USD,717.8180,13.9920,20.4140,2.1300,796.9650,I,774.4572,55.3500
013824,20100930,2010,INDL,C,D,STD,FAIR ISAAC CORP,USD,1123.7160,39.8820,64.4570,1.4600,605.6430,A,983.4901,24.6600
013824,20110930,2011,INDL,C,D,STD,FAIR ISAAC CORP,USD,1129.4680,37.0840,71.5620,2.0400,619.6830,A,809.5437,21.8300
013824,20120930,2012,INDL,C,D,STD,FAIR ISAAC CORP,USD,1158.6110,34.8390,92.0040,2.7800,676.4230,A,1541.9741,44.2600
013824,20130930,2013,INDL,C,D,STD,FAIR ISAAC CORP,USD,1161.5470,34.7860,90.0950,2.6900,743.4440,A,1922.9701,55.2800
013824,20140930,2014,INDL,C,D,STD,FAIR ISAAC CORP,USD,1192.2980,32.0470,94.8790,2.8300,788.9850,A,1765.7897,55.1000
013824,20150930,2015,INDL,C,D,STD,FAIR ISAAC CORP,USD,1230.1630,31.2900,86.5020,3.0000,838.7810,A,2644.0050,84.5000
013824,20160930,2016,INDL,C,D,STD,FAIR ISAAC CORP,USD,1221.0520,30.9350,109.4480,3.5200,881.3560,A,3854.1917,124.5900
013824,20170930,2017,INDL,C,D,STD,FAIR ISAAC CORP,USD,1255.6200,30.2430,128.2560,4.2500,932.1690,A,4249.1415,140.5000
013824,20180930,2018,INDL,C,D,STD,FAIR ISAAC CORP,USD,1255.0790,29.0150,142.4150,5.2800,1032.4750,A,6631.3783,228.5500
013835,20121231,2012,INDL,C,D,STD,REGULUS THERAPEUTICS INC,USD,103.5180,35.8320,-17.4080,-0.4800,12.7000,A,225.7416,6.3000
013835,20131231,2013,INDL,C,D,STD,REGULUS THERAPEUTICS INC,USD,123.0650,41.7870,-18.6680,-0.4900,19.5690,A,308.8059,7.3900
013835,20141231,2014,INDL,C,D,STD,REGULUS THERAPEUTICS INC,USD,171.4800,48.9450,-56.6800,-1.2900,7.6690,A,785.0778,16.0400
013835,20151231,2015,INDL,C,D,STD,REGULUS THERAPEUTICS INC,USD,141.0830,52.6690,-55.7480,-1.0100,20.7590,A,459.2737,8.7200
013835,20161231,2016,INDL,C,D,STD,REGULUS THERAPEUTICS INC,USD,100.6610,52.9250,-81.8360,-1.5500,1.1940,A,119.0813,2.2500
013835,20171231,2017,INDL,C,D,STD,REGULUS THERAPEUTICS INC,USD,77.8090,103.9550,-71.9050,-0.9300,0.0720,A,108.1132,1.0400
013839,20101231,2010,INDL,C,D,STD,CAMBREX CORP,USD,351.7510,29.4310,9.6470,0.3700,227.1050,A,152.1583,5.1700
013839,20111231,2011,INDL,C,D,STD,CAMBREX CORP,USD,335.7440,29.5750,10.9680,0.4600,255.7150,A,212.3485,7.1800
013839,20121231,2012,INDL,C,D,STD,CAMBREX CORP,USD,394.4680,29.9090,62.3030,0.9100,276.7750,A,340.3644,11.3800
013839,20131231,2013,INDL,C,D,STD,CAMBREX CORP,USD,458.0370,30.4830,25.9150,0.9000,318.3090,A,543.5119,17.8300
013839,20141231,2014,INDL,C,D,STD,CAMBREX CORP,USD,487.0720,31.0980,57.3030,1.2400,374.4270,A,672.3388,21.6200
013839,20151231,2015,INDL,C,D,STD,CAMBREX CORP,USD,505.5390,31.7990,57.2170,2.2700,433.9310,A,1497.4149,47.0900
013839,20161231,2016,INDL,C,D,STD,CAMBREX CORP,USD,611.8650,32.3440,81.6780,2.9400,490.3380,A,1744.9588,53.9500
013839,20171231,2017,INDL,C,D,STD,CAMBREX CORP,USD,740.5650,32.8470,102.4500,3.1800,535.0060,A,1576.6560,48.0000
013839,20181231,2018,INDL,C,D,STD,CAMBREX CORP,USD,1223.4280,33.6060,92.4180,3.1300,531.1850,A,1268.9626,37.7600
013861,20121231,2012,INDL,C,D,STD,TILE SHOP HOLDINGS INC,USD,176.0740,43.1780,-46.8870,-1.1000,182.6500,A,726.6857,16.8300
013861,20131231,2013,INDL,C,D,STD,TILE SHOP HOLDINGS INC,USD,242.7690,51.2300,-35.6600,-0.6900,229.5640,A,925.7261,18.0700
013861,20141231,2014,INDL,C,D,STD,TILE SHOP HOLDINGS INC,USD,252.1900,51.3140,10.5470,0.2300,257.1920,A,455.6683,8.8800
013861,20151231,2015,INDL,C,D,STD,TILE SHOP HOLDINGS INC,USD,245.4350,51.4380,15.6960,0.3200,292.9870,A,843.5832,16.4000
013861,20161231,2016,INDL,C,D,STD,TILE SHOP HOLDINGS INC,USD,265.2730,51.6070,18.4630,0.4500,324.1570,A,1008.9169,19.5500
013861,20171231,2017,INDL,C,D,STD,TILE SHOP HOLDINGS INC,USD,270.7250,52.1570,10.8190,0.3300,344.6000,A,500.7072,9.6000
013861,20181231,2018,INDL,C,D,STD,TILE SHOP HOLDINGS INC,USD,297.6300,52.7080,10.4420,0.2300,357.2540,A,288.8398,5.4800
013871,20121231,2012,INDL,C,D,STD,SUMMIT MIDSTREAM PARTNERS LP,USD,1063.5110,48.8220,41.7260,0.8800,165.4990,A,968.1403,19.8300
013871,20131231,2013,INDL,C,D,STD,SUMMIT MIDSTREAM PARTNERS LP,USD,1639.9150,53.4900,43.5840,0.8600,242.8060,A,1960.4085,36.6500
013871,20141231,2014,INDL,C,D,STD,SUMMIT MIDSTREAM PARTNERS LP,USD,1894.8740,58.8360,-23.9920,0.2200,330.6860,A,2235.7680,38.0000
013871,20151231,2015,INDL,C,D,STD,SUMMIT MIDSTREAM PARTNERS LP,USD,2040.5310,66.4730,-192.2120,-0.4700,371.3190,A,1245.0393,18.7300
013871,20161231,2016,INDL,C,D,STD,SUMMIT MIDSTREAM PARTNERS LP,USD,3115.1790,72.1110,-40.9180,-0.1600,402.3620,A,1813.5917,25.1500
013871,20171231,2017,INDL,C,D,STD,SUMMIT MIDSTREAM PARTNERS LP,USD,2894.7930,73.0860,85.6870,-0.5000,486.1410,A,1498.2630,20.5000
013888,20151231,2015,INDL,C,D,STD,MR COOPER GROUP INC,USD,685.0600,206.1680,-61.8330,-0.3800,6.0000,A,533.9751,2.5900
013888,20161231,2016,INDL,C,D,STD,MR COOPER GROUP INC,USD,736.1900,206.3810,201.7000,0.3300,5.3960,A,319.8906,1.5500
013888,20171231,2017,INDL,C,D,STD,MR COOPER GROUP INC,USD,614.1210,206.7140,25.8820,0.0100,7.8900,A,175.5209,0.8491
013888,20181231,2018,INDL,C,D,STD,MR COOPER GROUP INC,USD,16973.0000,90.7640,1038.0000,12.5300,1790.0000,A,1059.2159,11.6700
013906,20100930,2010,INDL,C,D,STD,JOHNSON OUTDOORS INC  -CL A,USD,226.7560,9.5790,6.5390,0.7500,382.4320,A,122.8028,12.8200
013906,20110930,2011,INDL,C,D,STD,JOHNSON OUTDOORS INC  -CL A,USD,259.3560,9.7830,32.6440,6.2300,407.4220,A,150.4625,15.3800
013906,20120930,2012,INDL,C,D,STD,JOHNSON OUTDOORS INC  -CL A,USD,263.6320,9.8920,10.1340,0.9300,412.2920,A,211.5899,21.3900
013906,20130930,2013,INDL,C,D,STD,JOHNSON OUTDOORS INC  -CL A,USD,288.3500,9.9370,19.3270,2.0800,426.4610,A,266.5103,26.8200
013906,20140930,2014,INDL,C,D,STD,JOHNSON OUTDOORS INC  -CL A,USD,288.6260,9.9820,9.1230,1.5100,425.4100,A,258.5338,25.9000
013906,20150930,2015,INDL,C,D,STD,JOHNSON OUTDOORS INC  -CL A,USD,299.2040,9.9830,10.6160,1.5800,430.4890,A,210.6413,21.1000
013906,20160930,2016,INDL,C,D,STD,JOHNSON OUTDOORS INC  -CL A,USD,310.2790,9.9900,13.5010,1.8300,433.7270,A,363.3363,36.3700
013906,20170930,2017,INDL,C,D,STD,JOHNSON OUTDOORS INC  -CL A,USD,353.6590,9.9970,35.1570,3.1000,490.5650,A,732.5802,73.2800
013906,20180930,2018,INDL,C,D,STD,JOHNSON OUTDOORS INC  -CL A,USD,395.9360,9.9990,40.6690,4.8400,544.2680,A,929.8070,92.9900
013962,20100731,2010,INDL,C,D,STD,FERRELLGAS PARTNERS  -LP,USD,1442.3510,69.5220,32.7090,0.7700,2099.0600,A,1666.4423,23.9700
013962,20110731,2011,INDL,C,D,STD,FERRELLGAS PARTNERS  -LP,USD,1460.5860,75.9660,-43.6480,0.1800,2423.2150,A,1531.4746,20.1600
013962,20120731,2012,INDL,C,D,STD,FERRELLGAS PARTNERS  -LP,USD,1397.2790,79.0070,-10.9520,-0.1200,2339.0920,A,1573.8194,19.9200
013962,20130731,2013,INDL,C,D,STD,FERRELLGAS PARTNERS  -LP,USD,1356.0280,79.0730,56.4260,0.7300,1975.4670,A,1746.7226,22.0900
013962,20140731,2014,INDL,C,D,STD,FERRELLGAS PARTNERS  -LP,USD,1572.2700,81.2280,33.2110,0.6500,2405.8600,A,2063.1912,25.4000
013962,20150731,2015,INDL,C,D,STD,FERRELLGAS PARTNERS  -LP,USD,2464.0560,100.3770,29.6200,0.4300,2024.3900,A,2093.8642,20.8600
013962,20160731,2016,INDL,C,D,STD,FERRELLGAS PARTNERS  -LP,USD,1683.3060,98.0030,-665.4150,-2.2700,2039.3670,A,1928.6990,19.6800
013962,20170731,2017,INDL,C,D,STD,FERRELLGAS PARTNERS  -LP,USD,1609.9690,97.1530,-54.2070,-0.5500,1930.2770,A,437.1885,4.5000
013962,20180731,2018,INDL,C,D,STD,FERRELLGAS PARTNERS  -LP,USD,1363.2810,97.1530,-254.5810,-2.3800,2073.1420,A,307.0035,3.1600
013963,20101231,2010,INDL,C,D,STD,VECTOR GROUP LTD,USD,949.5950,74.9400,54.0840,0.8800,524.9610,A,1297.9608,17.3200
013963,20111231,2011,INDL,C,D,STD,VECTOR GROUP LTD,USD,927.7680,79.4420,75.0200,0.7000,580.4150,A,1410.8899,17.7600
013963,20121231,2012,INDL,C,D,STD,VECTOR GROUP LTD,USD,1086.7310,89.8980,30.6220,0.5200,576.5190,A,1336.7833,14.8700
013963,20131231,2013,INDL,C,D,STD,VECTOR GROUP LTD,USD,1260.1590,97.4830,38.9440,0.0900,600.8540,A,1595.7967,16.3700
013963,20141231,2014,INDL,C,D,STD,VECTOR GROUP LTD,USD,1573.3920,114.5010,36.9780,0.3600,1146.9970,A,2440.0163,21.3100
013963,20151231,2015,INDL,C,D,STD,VECTOR GROUP LTD,USD,1310.7560,123.7920,59.1980,0.5700,1219.4750,A,2920.2533,23.5900
013963,20161231,2016,INDL,C,D,STD,VECTOR GROUP LTD,USD,1404.0350,127.7390,71.1270,0.5800,1264.9690,A,2904.7849,22.7400
013963,20171231,2017,INDL,C,D,STD,VECTOR GROUP LTD,USD,1328.2780,134.3650,84.5720,0.5400,1346.9150,A,3007.0887,22.3800
013963,20181231,2018,INDL,C,D,STD,VECTOR GROUP LTD,USD,1549.5040,140.9150,58.1050,0.3600,1400.4260,A,1371.1030,9.7300
013971,20101231,2010,INDL,C,D,STD,METHANEX CORP,USD,3070.1590,92.6320,101.7330,0.8600,1966.5830,A,2816.0128,30.4000
013971,20111231,2011,INDL,C,D,STD,METHANEX CORP,USD,3393.5750,93.2480,201.3260,2.1600,2608.0370,A,2127.9194,22.8200
013971,20121231,2012,INDL,C,D,STD,METHANEX CORP,USD,3544.6220,94.3100,-68.1050,1.2600,2672.9540,A,3005.6597,31.8700
013971,20131231,2013,INDL,C,D,STD,METHANEX CORP,USD,4113.4940,96.1010,329.1670,3.6900,3024.0470,A,5693.0232,59.2400
013971,20141231,2014,INDL,C,D,STD,METHANEX CORP,USD,4775.3400,92.3260,454.6100,4.5000,3223.3990,A,4231.3006,45.8300
013971,20151231,2015,INDL,C,D,STD,METHANEX CORP,USD,4494.0430,89.6710,200.6170,1.5800,2225.6020,A,2960.0397,33.0100
013971,20161231,2016,INDL,C,D,STD,METHANEX CORP,USD,4556.6630,89.8240,-12.5450,-0.3700,1998.4290,A,3934.2912,43.8000
013971,20171231,2017,INDL,C,D,STD,METHANEX CORP,USD,4610.7420,83.7700,316.1350,4.0700,3060.6420,A,5072.2735,60.5500
013988,20101231,2010,INDL,C,D,STD,SCHWAB (CHARLES) CORP,USD,92568.0000,1202.3820,454.0000,0.6400,4474.0000,A,20572.7560,17.1100
013988,20111231,2011,INDL,C,D,STD,SCHWAB (CHARLES) CORP,USD,108553.0000,1271.1640,864.0000,0.7200,4884.0000,A,14313.3066,11.2600
013988,20121231,2012,INDL,C,D,STD,SCHWAB (CHARLES) CORP,USD,133637.0000,1277.5290,928.0000,0.6600,5010.0000,A,,14.3600
013988,20131231,2013,INDL,C,D,STD,SCHWAB (CHARLES) CORP,USD,143642.0000,1296.8860,1071.0000,0.7800,5539.0000,A,,26.0000
013988,20141231,2014,INDL,C,D,STD,SCHWAB (CHARLES) CORP,USD,154642.0000,1310.7220,1321.0000,0.9500,6083.0000,A,39570.6972,30.1900
013988,20151231,2015,INDL,C,D,STD,SCHWAB (CHARLES) CORP,USD,183718.0000,1320.3380,1447.0000,0.9700,6426.0000,A,43478.7303,32.9300
013988,20161231,2016,INDL,C,D,STD,SCHWAB (CHARLES) CORP,USD,223383.0000,1332.7500,1889.0000,1.3100,7628.0000,A,,39.4700
013988,20171231,2017,INDL,C,D,STD,SCHWAB (CHARLES) CORP,USD,243274.0000,1345.3330,2354.0000,1.6600,8960.0000,A,,51.3700
013988,20181231,2018,INDL,C,D,STD,SCHWAB (CHARLES) CORP,USD,296482.0000,1332.4270,3507.0000,2.4700,10989.0000,A,55335.6933,41.5300
013990,20101231,2010,INDL,C,D,STD,WARNACO GROUP INC,USD,1653.2720,44.2680,138.7030,3.5000,2295.7510,I,2437.8388,55.0700
013990,20111231,2011,INDL,C,D,STD,WARNACO GROUP INC,USD,1747.8500,40.3950,127.5200,4.0500,2513.3880,I,2021.3658,50.0400
014010,20101231,2010,INDL,C,D,STD,TRANSGLOBE ENERGY CORP,USD,341.9010,67.5760,37.8670,0.5700,156.5500,A,1079.1887,15.9700
014010,20111231,2011,INDL,C,D,STD,TRANSGLOBE ENERGY CORP,USD,525.8060,73.0550,81.3920,1.1200,246.9470,A,577.1345,7.9000
014010,20121231,2012,INDL,C,D,STD,TRANSGLOBE ENERGY CORP,USD,653.4250,73.7940,87.7340,1.2000,317.5410,A,692.9257,9.3900
014010,20131231,2013,INDL,C,D,STD,TRANSGLOBE ENERGY CORP,USD,675.8000,74.6000,58.5120,0.7900,315.3160,A,623.6560,8.3600
014010,20141231,2014,INDL,C,D,STD,TRANSGLOBE ENERGY CORP,USD,654.0580,75.2400,11.4820,0.1500,283.8440,A,311.4936,4.1400
014010,20151231,2015,INDL,C,D,STD,TRANSGLOBE ENERGY CORP,USD,455.5000,72.2060,-105.6000,-1.3500,91.5240,A,129.9708,1.8000
014010,20161231,2016,INDL,C,D,STD,TRANSGLOBE ENERGY CORP,USD,406.1420,72.2060,-87.6650,-1.2100,62.1780,A,122.0281,1.6900
014010,20171231,2017,INDL,C,D,STD,TRANSGLOBE ENERGY CORP,USD,327.7020,72.2060,-78.7360,-1.0900,137.6230,A,103.9044,1.4390
014027,20101231,2010,INDL,C,D,STD,CLEAN HARBORS INC,USD,1602.4750,26.3860,130.5150,4.9100,1731.2440,A,2218.5349,84.0800
014027,20111231,2011,INDL,C,D,STD,CLEAN HARBORS INC,USD,2085.8030,53.1830,127.2520,2.4200,1984.1360,A,3389.3526,63.7300
014027,20121231,2012,INDL,C,D,STD,CLEAN HARBORS INC,USD,3825.8060,60.3850,129.6740,2.7900,2187.9080,A,3321.7789,55.0100
014027,20131231,2013,INDL,C,D,STD,CLEAN HARBORS INC,USD,3953.6780,60.6720,95.5660,1.9400,3519.8150,A,3637.8931,59.9600
014027,20141231,2014,INDL,C,D,STD,CLEAN HARBORS INC,USD,3704.2780,58.9030,-28.3280,1.6500,3401.6360,A,2830.2892,48.0500
014027,20151231,2015,INDL,C,D,STD,CLEAN HARBORS INC,USD,3431.4280,57.5930,44.1020,1.4000,3275.1370,A,2398.7485,41.6500
014027,20161231,2016,INDL,C,D,STD,CLEAN HARBORS INC,USD,3681.9200,57.2980,-39.8730,-0.0700,2755.2260,A,3188.6337,55.6500
014027,20171231,2017,INDL,C,D,STD,CLEAN HARBORS INC,USD,3706.5700,56.5010,100.7390,0.0300,2944.9780,A,3062.3542,54.2000
014027,20181231,2018,INDL,C,D,STD,CLEAN HARBORS INC,USD,3738.3210,55.8470,65.6360,1.2200,3300.3030,A,2756.0495,49.3500
014032,20121231,2012,INDL,C,D,STD,LIFELOCK INC,USD,339.5880,86.5610,23.5030,0.2800,276.4280,I,703.7409,8.1300
014032,20131231,2013,INDL,C,D,STD,LIFELOCK INC,USD,461.6650,91.4420,54.4550,0.6200,369.6580,I,1500.5632,16.4100
014032,20141231,2014,INDL,C,D,STD,LIFELOCK INC,USD,563.3160,93.9000,2.4950,0.1300,476.0160,I,1738.0890,18.5100
014032,20151231,2015,INDL,C,D,STD,LIFELOCK INC,USD,592.8090,95.8320,-51.0030,0.1600,587.4690,I,1375.1892,14.3500
014084,20101231,2010,INDL,C,D,STD,ALBANY INTL CORP  -CL A,USD,1278.2930,31.1940,37.6360,1.0700,914.3560,A,738.9859,23.6900
014084,20111231,2011,INDL,C,D,STD,ALBANY INTL CORP  -CL A,USD,1230.9280,31.2980,34.9380,1.4900,814.6960,A,723.6098,23.1200
014084,20121231,2012,INDL,C,D,STD,ALBANY INTL CORP  -CL A,USD,1156.6970,31.4100,30.9770,1.1700,760.9410,A,712.3788,22.6800
014084,20131231,2013,INDL,C,D,STD,ALBANY INTL CORP  -CL A,USD,1166.8880,31.7690,17.5170,0.9600,757.4140,A,1141.4602,35.9300
014084,20141231,2014,INDL,C,D,STD,ALBANY INTL CORP  -CL A,USD,1029.3040,31.8610,41.5690,1.8100,745.3450,A,1210.3994,37.9900
014084,20151231,2015,INDL,C,D,STD,ALBANY INTL CORP  -CL A,USD,1009.5620,32.0190,57.2790,1.6400,709.8680,A,1170.2945,36.5500
014084,20161231,2016,INDL,C,D,STD,ALBANY INTL CORP  -CL A,USD,1263.4330,32.1100,52.7330,1.9700,779.8390,A,1486.6930,46.3000
014084,20171231,2017,INDL,C,D,STD,ALBANY INTL CORP  -CL A,USD,1361.1980,32.1990,33.1110,1.7000,863.7170,A,1978.6286,61.4500
014084,20181231,2018,INDL,C,D,STD,ALBANY INTL CORP  -CL A,USD,1417.9920,32.2660,82.8910,2.7600,982.4790,A,2014.3664,62.4300
014090,20121231,2012,INDL,C,D,STD,USMD HOLDINGS INC,USD,251.5120,10.0340,2.1000,0.3400,105.7020,I,80.2730,8.0001
014090,20131231,2013,INDL,C,D,STD,USMD HOLDINGS INC,USD,278.4520,10.1210,0.9790,0.1000,234.7270,I,203.5333,20.1100
014090,20141231,2014,INDL,C,D,STD,USMD HOLDINGS INC,USD,248.6480,10.1810,-32.4000,-1.3300,294.7650,I,111.9910,11.0000
014090,20151231,2015,INDL,C,D,STD,USMD HOLDINGS INC,USD,278.7380,11.3340,-1.6160,-1.2800,325.1530,I,85.0050,7.5000
014108,20101231,2010,INDL,C,D,STD,CYBEROPTICS CORP,USD,58.2340,6.8910,3.1350,0.4600,56.9510,A,58.8491,8.5400
014108,20111231,2011,INDL,C,D,STD,CYBEROPTICS CORP,USD,62.9160,6.9330,4.3570,0.6300,61.0870,A,54.0774,7.8000
014108,20121231,2012,INDL,C,D,STD,CYBEROPTICS CORP,USD,53.6200,6.9700,-6.7110,-0.0800,41.6440,A,51.7174,7.4200
014108,20131231,2013,INDL,C,D,STD,CYBEROPTICS CORP,USD,44.5750,6.4970,-6.1680,-0.8100,33.3080,A,41.5158,6.3900
014108,20141231,2014,INDL,C,D,STD,CYBEROPTICS CORP,USD,46.4120,6.6440,-1.4870,-0.2200,46.4830,A,63.8488,9.6100
014108,20151231,2015,INDL,C,D,STD,CYBEROPTICS CORP,USD,44.7390,6.7720,-2.0890,-0.3100,41.1300,A,51.8058,7.6500
014108,20161231,2016,INDL,C,D,STD,CYBEROPTICS CORP,USD,59.5800,6.9020,11.5620,0.9200,66.2400,A,180.1422,26.1000
014108,20171231,2017,INDL,C,D,STD,CYBEROPTICS CORP,USD,59.5010,6.9800,1.3120,0.1900,53.3330,A,104.7000,15.0000
014113,20110930,2011,INDL,C,D,STD,MITEK SYSTEMS INC,USD,19.8520,24.1440,-0.1250,0.0000,10.2660,A,223.3320,9.2500
014113,20120930,2012,INDL,C,D,STD,MITEK SYSTEMS INC,USD,16.7230,25.9950,-7.8400,-0.3100,9.0920,A,83.9639,3.2300
014113,20130930,2013,INDL,C,D,STD,MITEK SYSTEMS INC,USD,32.8530,30.3610,-7.2760,-0.2600,14.8030,A,156.6628,5.1600
014113,20140930,2014,INDL,C,D,STD,MITEK SYSTEMS INC,USD,31.1030,30.5210,-5.2920,-0.1700,19.1500,A,73.5556,2.4100
014113,20150930,2015,INDL,C,D,STD,MITEK SYSTEMS INC,USD,38.7460,31.7210,2.5260,0.0900,25.3670,A,101.1900,3.1900
014113,20160930,2016,INDL,C,D,STD,MITEK SYSTEMS INC,USD,48.3850,32.7820,1.9590,0.0900,34.7010,A,271.7628,8.2900
014113,20170930,2017,INDL,C,D,STD,MITEK SYSTEMS INC,USD,71.7190,33.7240,14.0920,0.1300,45.3900,A,320.3780,9.5000
014113,20180930,2018,INDL,C,D,STD,MITEK SYSTEMS INC,USD,127.1500,37.9610,-11.8070,-0.0400,63.5590,A,267.6251,7.0500
014163,20101231,2010,INDL,C,D,STD,MCCLATCHY CO  -CL A,USD,3136.3590,84.9630,36.2730,0.7800,1375.2320,A,396.7772,4.6700
014163,20111231,2011,INDL,C,D,STD,MCCLATCHY CO  -CL A,USD,3040.0590,85.4060,54.3890,0.7100,1269.6400,A,204.1203,2.3900
014163,20121231,2012,INDL,C,D,STD,MCCLATCHY CO  -CL A,USD,3005.1310,85.8940,-0.1440,0.7800,1309.6390,A,280.8734,3.2700
014163,20131231,2013,INDL,C,D,STD,MCCLATCHY CO  -CL A,USD,2617.6350,86.3350,18.8030,0.4800,1242.2370,A,293.5390,3.4000
014163,20141231,2014,INDL,C,D,STD,MCCLATCHY CO  -CL A,USD,2553.9150,87.1420,373.9890,0.0800,1146.5520,A,289.3114,3.3200
014163,20151231,2015,INDL,C,D,STD,MCCLATCHY CO  -CL A,USD,1923.0340,81.5630,-300.1620,0.1800,1056.5740,A,98.6912,1.2100
014163,20161231,2016,INDL,C,D,STD,MCCLATCHY CO  -CL A,USD,1836.7540,7.5750,-34.1930,-0.2000,977.0930,A,99.8385,13.1800
014163,20171231,2017,INDL,C,D,STD,MCCLATCHY CO  -CL A,USD,1505.9180,7.6960,-332.3580,-49.3400,903.5920,A,68.7253,8.9300
014169,20100930,2010,INDL,C,D,STD,LANDAUER INC,USD,150.6960,9.4530,23.6740,2.7100,114.3670,I,592.0414,62.6300
014169,20110930,2011,INDL,C,D,STD,LANDAUER INC,USD,168.6560,9.4630,24.5380,2.7000,120.4580,I,468.7970,49.5400
014169,20120930,2012,INDL,C,D,STD,LANDAUER INC,USD,302.1250,9.4930,19.2700,2.5700,152.4000,I,566.9220,59.7200
014169,20130930,2013,INDL,C,D,STD,LANDAUER INC,USD,276.8330,9.5760,4.8360,2.4700,150.2000,I,490.7700,51.2500
014169,20140930,2014,INDL,C,D,STD,LANDAUER INC,USD,216.5860,9.5780,-25.2030,1.7300,155.0620,I,316.1698,33.0100
014169,20150930,2015,INDL,C,D,STD,LANDAUER INC,USD,208.7440,9.6420,14.5430,1.6500,151.3140,I,356.6576,36.9900
014169,20160930,2016,INDL,C,D,STD,LANDAUER INC,USD,190.8160,9.7270,17.7530,1.5700,149.2390,I,432.6570,44.4800
014170,20100930,2010,INDL,C,D,STD,SEVCON INC,USD,19.8840,3.3400,0.8660,0.1600,26.0530,I,17.3343,5.1899
014170,20110930,2011,INDL,C,D,STD,SEVCON INC,USD,22.9470,3.3600,0.7120,0.1300,32.2860,I,21.2691,6.3301
014170,20120930,2012,INDL,C,D,STD,SEVCON INC,USD,23.5610,3.4750,1.1950,0.2000,35.5150,I,16.5063,4.7500
014170,20130930,2013,INDL,C,D,STD,SEVCON INC,USD,23.3600,3.4740,-1.0710,-0.0700,32.2030,I,16.8489,4.8500
014170,20140930,2014,INDL,C,D,STD,SEVCON INC,USD,33.9670,3.5890,0.9320,0.4000,37.9230,I,29.2504,8.1500
014170,20150930,2015,INDL,C,D,STD,SEVCON INC,USD,35.6160,3.6950,1.5750,0.3300,41.1420,I,34.7703,9.4101
014170,20160930,2016,INDL,C,D,STD,SEVCON INC,USD,68.9730,5.3420,-5.8130,-1.2700,49.8010,I,47.0630,8.8100
014172,20101231,2010,INDL,C,D,STD,FULTON FINANCIAL CORP,USD,16275.2540,199.0500,128.3320,0.5900,930.2750,A,2058.1770,10.3400
014172,20111231,2011,INDL,C,D,STD,FULTON FINANCIAL CORP,USD,16370.5080,200.1640,145.5730,0.7300,881.4250,A,1963.6088,9.8100
